session,latency_ms,bandwidth_kb
1,114.70,943.36
2,110.61,949.00
3,108.13,948.53
4,113.11,947.56
5,111.13,948.29
6,113.34,948.22
7,111.04,948.21
8,113.19,948.99
9,111.04,947.50
10,106.26,949.96
11,121.66,949.10
12,127.43,948.98
13,129.59,948.72
14,117.68,947.65
15,111.61,948.85
16,108.58,948.59
17,125.23,949.43
18,112.24,949.16
19,112.68,948.59
20,110.42,948.14
21,113.23,948.59
22,115.07,948.67
23,107.03,948.86
24,107.69,948.99
25,111.31,948.40
26,112.83,949.11
27,112.71,949.30
28,111.24,947.70
29,109.95,948.46
30,110.68,948.84
31,110.97,948.23
32,111.41,948.71
33,107.55,949.17
34,111.44,949.75
35,109.08,948.21
36,109.96,947.96
37,110.03,949.49
38,115.32,948.21
39,110.01,949.52
40,114.35,947.71
41,108.71,949.17
42,111.64,948.86
43,112.22,948.52
44,109.96,948.40
45,113.96,949.04
46,123.43,949.05
47,112.25,948.88
48,110.88,949.12
49,112.34,948.67
50,127.68,948.99
51,121.62,948.31
52,109.59,948.67
53,112.31,949.37
54,113.78,948.59
55,112.12,948.33
56,110.43,948.04
57,116.35,948.66
58,111.30,948.28
59,108.55,948.27
60,110.47,948.01
61,113.73,949.51
62,113.82,949.02
63,112.91,948.33
64,116.66,947.88
65,109.86,948.62
66,114.86,948.42
67,110.51,948.15
68,109.12,948.76
69,109.42,948.85
70,106.72,948.75
71,114.69,947.48
72,114.08,948.81
73,110.61,948.41
74,113.55,948.15
75,114.13,947.87
76,111.71,948.27
77,110.58,947.96
78,110.11,948.59
79,110.27,949.21
80,108.06,948.09
81,113.22,948.33
82,109.24,948.47
83,111.65,948.08
84,112.77,947.95
85,116.49,948.60
86,123.34,949.35
87,110.51,948.23
88,109.94,947.96
89,113.61,948.33
90,111.14,947.74
91,111.04,948.08
92,109.75,948.86
93,109.67,948.14
94,113.85,948.01
95,110.89,949.17
96,119.01,948.30
97,109.48,949.46
98,111.84,949.18
99,108.66,948.16
100,111.89,948.15
